    student0        46.33
    student1        75.86
    student2        59.14
    student3        62.99
    student4        74.72
    student5        68.98
    student6        68.94
    student7        59.65
    student8        76.28
    student9        59.75
   student10        73.71
   student11        72.90
   student12        60.34
   student13        86.49
   student14        86.30
   student15        62.83
   student16        68.34
   student17        72.07
   student18        62.89
   student19        63.00
   student20        75.94
   student21        49.64
   student22        61.34
   student23        92.40
   student24        67.87
   student25        75.57
   student26        60.40
   student27        68.17
   student28        69.71
   student29        75.59
   student30        60.06
   student31        60.52
   student32        62.01
   student33        60.32
   student34        65.76
   student35        67.77
   student36        59.03
   student37        75.62
   student38        83.61
   student39        81.41
   student40        69.67
   student41        70.07
   student42        78.09
   student43        69.10
   student44        75.89
   student45        67.12
   student46        70.13
   student47        68.31
   student48        72.63
   student49        74.23
   student50        56.09
   student51        72.83
   student52        73.49
   student53        60.12
   student54        78.86
   student55        59.32
   student56        87.53
   student57        70.33
   student58        65.59
   student59        55.58
   student60        68.27
   student61        72.21
   student62        69.12
   student63        71.92
   student64        95.46
   student65        80.47
   student66        70.81
   student67        65.11
   student68        71.39
   student69        72.88
   student70        69.97
   student71        57.81
   student72        64.81
   student73        92.74
   student74        62.85
   student75        82.70
   student76        58.09
   student77        74.19
   student78        69.73
   student79        64.64
   student80        72.06
   student81        86.94
   student82        72.66
   student83        54.04
   student84        68.81
   student85        60.70
   student86        68.65
   student87        56.56
   student88        68.07
   student89        68.63
   student90        63.43
   student91        81.16
   student92        72.48
   student93        70.26
   student94        79.34
   student95        72.41
   student96        75.14
   student97        70.19
   student98        67.81
   student99        74.15
  student100        57.28
  student101        86.94
  student102        73.59
  student103        59.76
  student104        52.40
  student105        60.15
  student106        55.18
  student107        48.92
  student108        69.03
  student109        84.29
  student110        75.40
  student111        65.62
  student112        84.27
  student113        78.34
  student114        79.67
  student115        74.01
  student116        64.31
  student117        71.88
  student118        69.53
  student119        71.25
  student120        54.68
  student121        91.10
  student122        49.03
  student123        60.81
  student124        80.00
  student125        60.07
  student126        71.99
  student127        59.20
  student128        71.04
  student129        58.68
  student130        59.42
  student131        84.12
  student132        61.54
  student133        83.78
  student134        75.59
  student135        61.71
  student136        75.59
  student137        78.88
  student138        71.18
  student139        72.00
  student140        80.94
  student141        48.73
  student142        81.64
  student143        60.47
  student144        79.97
  student145        70.36
  student146        74.32
  student147        81.72
  student148        61.76
  student149        79.32
  student150        72.22
  student151        59.53
  student152        80.83
  student153        71.96
  student154        68.19
  student155        57.70
  student156        61.44
  student157        37.60
  student158        77.75
  student159        47.84
  student160        71.96
  student161        88.35
  student162        64.63
  student163        57.13
  student164        72.27
  student165        70.26
  student166        68.92
  student167        85.24
  student168        61.90
  student169        80.72
  student170        67.85
  student171        76.40
  student172        67.75
  student173        55.35
  student174        74.16
  student175        82.78
  student176        70.04
  student177        84.37
  student178        75.45
  student179        80.42
  student180        53.64
  student181        67.31
  student182        93.68
  student183        61.21
  student184        55.54
  student185        62.57
  student186        64.28
  student187        64.77
  student188        64.76
  student189        61.32
  student190        67.41
  student191        72.42
  student192        72.79
  student193        70.77
  student194        77.46
  student195        74.70
  student196        79.37
  student197        66.62
  student198        66.63
  student199        62.56
  student200        69.47
  student201        71.76
  student202        76.53
  student203        63.07
  student204        93.67
  student205        41.01
  student206        83.05
  student207        64.57
  student208        62.80
  student209        78.78
  student210        71.75
  student211        82.81
  student212        55.67
  student213        74.07
  student214        73.82
  student215        72.06
  student216        76.94
  student217        67.07
  student218        96.54
  student219        66.73
  student220        63.16
  student221        74.23
  student222        76.96
  student223        69.84
  student224        65.48
  student225        42.82
  student226        72.57
  student227        75.00
  student228        77.50
  student229        65.71
  student230        68.40
  student231        60.72
  student232        60.38
  student233        66.14
  student234        56.97
  student235        67.44
  student236        55.45
  student237        72.38
  student238        80.78
  student239        59.49
  student240        64.15
  student241        63.91
  student242        79.44
  student243        76.13
  student244        69.07
  student245        71.54
  student246        74.66
  student247        68.15
  student248        76.07
  student249        84.67
  student250        84.21
  student251        69.53
  student252        66.57
  student253        75.15
  student254        56.57
  student255        55.19
  student256        56.93
  student257        92.85
  student258        59.59
  student259        61.53
  student260        67.28
  student261        71.42
  student262        77.38
  student263        58.05
  student264        47.87
  student265        61.43
  student266        45.73
  student267        74.60
  student268        65.28
  student269        57.44
  student270        67.65
  student271        66.11
  student272        80.27
  student273        68.88
  student274        77.69
  student275        56.83
  student276        61.59
  student277        75.81
  student278        79.09
  student279        61.67
  student280        72.83
  student281        57.45
  student282        66.63
  student283        73.95
  student284        77.96
  student285        55.67
  student286        73.72
  student287        60.15
  student288        57.14
  student289        69.68
  student290        72.39
  student291        67.04
  student292        64.97
  student293        63.31
  student294        76.47
  student295        65.57
  student296        68.46
  student297        81.34
  student298        73.11
  student299        73.91
  student300        68.78
  student301        74.85
  student302        85.96
  student303        70.79
  student304        67.24
  student305        65.09
  student306        56.55
  student307        64.52
  student308        81.47
  student309        85.85
  student310        48.10
  student311        78.25
  student312        67.03
  student313        67.84
  student314        56.48
  student315        81.29
  student316        91.52
  student317        66.47
  student318        62.78
  student319        67.20
  student320        72.02
  student321        77.37
  student322        57.39
  student323        77.85
  student324        55.17
  student325        76.46
  student326        76.97
  student327        83.26
  student328        75.54
  student329        64.98
  student330        72.03
  student331        62.19
  student332        63.05
  student333        56.48
  student334        65.59
  student335        72.71
  student336        75.20
  student337        75.11
  student338        75.75
  student339        64.64
  student340        75.43
  student341        54.15
  student342        59.94
  student343        69.69
  student344        54.36
  student345        70.76
  student346        70.37
  student347        65.38
  student348        90.91
  student349        80.22
  student350        68.90
  student351        47.51
  student352        62.46
  student353        76.01
  student354        70.86
  student355        85.56
  student356        60.56
  student357        75.04
  student358        62.90
  student359        70.20
  student360        56.14
  student361        61.05
  student362        78.90
  student363        69.05
  student364        56.53
  student365        65.33
  student366        66.23
  student367        72.79
  student368        67.75
  student369        54.19
  student370        62.47
  student371        66.52
  student372        75.75
  student373        87.31
  student374        81.06
  student375        80.30
  student376        70.10
  student377        76.41
  student378        69.62
  student379        78.07
  student380        65.75
  student381        63.75
  student382        68.96
  student383        63.31
  student384        80.20
  student385        65.08
  student386        73.32
  student387        71.34
  student388        54.64
  student389        69.44
  student390        62.18
  student391        71.18
  student392        40.86
  student393        93.73
  student394        75.31
  student395        55.89
  student396        62.89
  student397        74.71
  student398        76.04
  student399        84.21
  student400        76.17
  student401        68.11
  student402        60.97
  student403        59.11
  student404        64.75
  student405        79.31
  student406        76.04
  student407        69.37
  student408        81.76
  student409        88.90
  student410        67.65
  student411        75.88
  student412        55.88
  student413        57.32
  student414        70.31
  student415        73.11
  student416        59.83
  student417        63.27
  student418        65.10
  student419        58.68
  student420        60.12
  student421        73.32
  student422        80.96
  student423        54.66
  student424        59.42
  student425        65.61
  student426        41.36
  student427        82.26
  student428        68.70
  student429        59.94
  student430        70.81
  student431        69.17
  student432        68.00
  student433        65.73
  student434        57.90
  student435        80.21
  student436        58.38
  student437        74.92
  student438        61.74
  student439        77.65
  student440        74.08
  student441        69.01
  student442        63.23
  student443        75.75
  student444        60.19
  student445        64.53
  student446        76.02
  student447        77.61
  student448        73.74
  student449        70.43
  student450        71.42
  student451        58.53
  student452        70.58
  student453        68.47
  student454        61.34
  student455        93.35
  student456        78.70
  student457        54.20
  student458        62.83
  student459        70.12
  student460        72.28
  student461        72.29
  student462        75.28
  student463        73.70
  student464        62.16
  student465        78.63
  student466        61.78
  student467        64.99
  student468        75.38
  student469        68.64
  student470        79.70
  student471        77.25
  student472        73.55
  student473        72.52
  student474        67.92
  student475        78.02
  student476        69.67
  student477        82.35
  student478        74.22
  student479        56.06
  student480        74.23
  student481        79.05
  student482        71.28
  student483        66.79
  student484        76.01
  student485        58.93
  student486        69.88
  student487        69.98
  student488        70.31
  student489        73.77
  student490        65.60
  student491        65.32
  student492        75.43
  student493        72.56
  student494        78.12
  student495        68.17
  student496        75.47
  student497        69.71
  student498        74.00
  student499        58.27
  student500        89.57
  student501        75.07
  student502        55.31
  student503        90.72
  student504        55.37
  student505        66.74
  student506        56.06
  student507        62.80
  student508        66.65
  student509        72.67
  student510        68.56
  student511        67.45
  student512        80.47
  student513        54.04
  student514        75.90
  student515        78.58
  student516        65.84
  student517        93.31
  student518        65.79
  student519        88.20
  student520        78.17
  student521        59.75
  student522        84.34
  student523        72.16
  student524        82.41
  student525        63.63
  student526        78.92
  student527        66.26
  student528        55.64
  student529        72.65
  student530        73.74
  student531        60.82
  student532        70.90
  student533        54.37
  student534        59.46
  student535        64.12
  student536        74.08
  student537        66.65
  student538        70.28
  student539        60.97
  student540        71.87
  student541        65.76
  student542        65.39
  student543        71.11
  student544        67.43
  student545        83.25
  student546        72.53
  student547        78.00
  student548        91.72
  student549        68.32
  student550        68.79
  student551        62.75
  student552        66.33
  student553        77.50
  student554        77.63
  student555        63.39
  student556        64.72
  student557        73.74
  student558        73.21
  student559        54.54
  student560        75.52
  student561        62.77
  student562        79.13
  student563        67.91
  student564        74.16
  student565        82.22
  student566        79.72
  student567        72.57
  student568        69.40
  student569        73.80
  student570        56.55
  student571        70.59
  student572        86.32
  student573        80.13
  student574        56.56
  student575        82.22
  student576        78.24
  student577        69.88
  student578        76.66
  student579        70.47
  student580        66.42
  student581        84.02
  student582        60.94
  student583        65.88
  student584        70.93
  student585        63.89
  student586        62.53
  student587        52.71
  student588        68.53
  student589        71.57
  student590        62.43
  student591        90.97
  student592        68.02
  student593        70.42
  student594        71.34
  student595        101.09
  student596        71.83
  student597        62.13
  student598        59.41
  student599        49.53
  student600        78.98
  student601        80.70
  student602        76.67
  student603        63.16
  student604        82.86
  student605        75.46
  student606        52.54
  student607        55.86
  student608        60.51
  student609        58.67
  student610        70.63
  student611        70.98
  student612        61.03
  student613        69.35
  student614        75.27
  student615        80.50
  student616        67.24
  student617        60.65
  student618        65.14
  student619        77.07
  student620        73.09
  student621        85.59
  student622        62.56
  student623        70.21
  student624        63.85
  student625        71.17
  student626        66.50
  student627        72.68
  student628        69.59
  student629        46.43
  student630        77.73
  student631        70.76
  student632        90.74
  student633        49.12
  student634        79.30
  student635        62.38
  student636        64.19
  student637        70.64
  student638        62.56
  student639        70.63
  student640        75.86
  student641        55.56
  student642        80.12
  student643        66.23
  student644        74.41
  student645        79.88
  student646        74.82
  student647        76.76
  student648        68.24
  student649        69.97
  student650        69.87
  student651        67.77
  student652        58.25
  student653        83.41
  student654        65.51
  student655        69.91
  student656        71.42
  student657        78.46
  student658        58.34
  student659        55.37
  student660        73.39
  student661        67.53
  student662        42.42
  student663        80.32
  student664        60.07
  student665        68.21
  student666        77.46
  student667        91.68
  student668        69.52
  student669        77.58
  student670        74.88
  student671        78.12
  student672        88.72
  student673        73.94
  student674        76.28
  student675        70.60
  student676        57.62
  student677        58.03
  student678        62.79
  student679        40.86
  student680        59.17
  student681        47.01
  student682        65.19
  student683        54.59
  student684        65.47
  student685        75.11
  student686        68.68
  student687        78.33
  student688        48.40
  student689        61.96
  student690        77.50
  student691        72.06
  student692        55.49
  student693        61.92
  student694        55.22
  student695        54.20
  student696        58.96
  student697        66.01
  student698        72.11
  student699        67.17
  student700        68.19
  student701        67.82
  student702        66.49
  student703        53.49
  student704        76.82
  student705        74.67
  student706        83.17
  student707        72.73
  student708        67.36
  student709        64.64
  student710        81.05
  student711        85.33
  student712        59.06
  student713        68.20
  student714        66.14
  student715        61.50
  student716        60.09
  student717        62.07
  student718        76.67
  student719        63.68
  student720        80.94
  student721        47.63
  student722        86.25
  student723        56.90
  student724        70.61
  student725        68.64
  student726        64.97
  student727        78.91
  student728        77.53
  student729        66.39
  student730        60.80
  student731        75.68
  student732        66.59
  student733        51.61
  student734        70.60
  student735        76.50
  student736        63.28
  student737        75.35
  student738        81.05
  student739        65.54
  student740        52.65
  student741        94.88
  student742        65.92
  student743        71.57
  student744        62.65
  student745        76.81
  student746        77.37
  student747        83.79
  student748        74.98
  student749        76.57
  student750        72.53
  student751        80.68
  student752        76.08
  student753        77.15
  student754        73.48
  student755        76.99
  student756        63.01
  student757        75.19
  student758        76.57
  student759        61.25
  student760        68.35
  student761        52.41
  student762        61.79
  student763        76.00
  student764        71.89
  student765        66.41
  student766        70.59
  student767        62.54
  student768        80.56
  student769        81.30
  student770        61.29
  student771        71.09
  student772        65.44
  student773        49.34
  student774        73.76
  student775        79.66
  student776        83.37
  student777        73.51
  student778        77.39
  student779        73.38
  student780        64.38
  student781        67.71
  student782        68.87
  student783        76.11
  student784        69.45
  student785        74.12
  student786        56.57
  student787        80.24
  student788        72.65
  student789        82.18
  student790        60.96
  student791        49.98
  student792        63.83
  student793        64.90
  student794        75.10
  student795        71.99
  student796        76.08
  student797        82.22
  student798        70.37
  student799        82.55
  student800        81.29
  student801        69.78
  student802        52.47
  student803        51.67
  student804        63.75
  student805        71.92
  student806        65.07
  student807        69.35
  student808        76.20
  student809        67.58
  student810        77.44
  student811        70.69
  student812        76.04
  student813        71.68
  student814        59.12
  student815        63.74
  student816        74.00
  student817        85.33
  student818        53.76
  student819        69.10
  student820        72.75
  student821        71.85
  student822        46.61
  student823        80.14
  student824        72.11
  student825        70.89
  student826        65.81
  student827        63.15
  student828        78.44
  student829        76.04
  student830        61.76
  student831        68.00
  student832        58.38
  student833        65.26
  student834        70.62
  student835        86.29
  student836        64.93
  student837        62.26
  student838        78.47
  student839        66.99
  student840        57.14
  student841        62.77
  student842        89.72
  student843        73.12
  student844        67.41
  student845        66.92
  student846        78.35
  student847        71.60
  student848        64.02
  student849        55.50
  student850        66.82
  student851        73.75
  student852        70.81
  student853        67.77
  student854        79.69
  student855        74.61
  student856        65.72
  student857        78.04
  student858        48.59
  student859        64.38
  student860        61.02
  student861        61.04
  student862        70.98
  student863        61.78
  student864        71.53
  student865        51.34
  student866        73.78
  student867        63.72
  student868        74.05
  student869        62.30
  student870        76.13
  student871        85.84
  student872        72.39
  student873        62.42
  student874        61.73
  student875        77.70
  student876        76.35
  student877        65.27
  student878        65.14
  student879        70.69
  student880        72.07
  student881        64.91
  student882        87.98
  student883        64.33
  student884        73.68
  student885        78.28
  student886        81.86
  student887        66.90
  student888        71.45
  student889        72.98
  student890        80.17
  student891        73.53
  student892        54.87
  student893        76.76
  student894        73.39
  student895        76.75
  student896        81.79
  student897        60.54
  student898        60.58
  student899        71.56
  student900        74.45
  student901        47.10
  student902        76.86
  student903        69.36
  student904        74.31
  student905        85.64
  student906        66.89
  student907        71.03
  student908        75.60
  student909        66.70
  student910        68.49
  student911        58.54
  student912        73.56
  student913        68.46
  student914        64.37
  student915        78.97
  student916        94.48
  student917        65.39
  student918        57.74
  student919        72.87
  student920        64.82
  student921        54.16
  student922        66.83
  student923        78.62
  student924        72.05
  student925        72.13
  student926        41.22
  student927        70.68
  student928        78.41
  student929        76.04
  student930        65.87
  student931        75.63
  student932        63.19
