country	year	pop	continent	lifeExp	gdpPercap
Afghanistan	1997	22227415	Asia	41.763	635.341351
Albania	1997	3428038	Europe	72.95	3193.054604
Algeria	1997	29072015	Africa	69.152	4797.295051
Angola	1997	9875024	Africa	40.963	2277.140884
Argentina	1997	36203463	Americas	73.275	10967.28195
Australia	1997	18565243	Oceania	78.83	26997.93657
Austria	1997	8069876	Europe	77.51	29095.92066
Bahrain	1997	598561	Asia	73.925	20292.01679
Bangladesh	1997	123315288	Asia	59.412	972.7700352
Belgium	1997	10199787	Europe	77.53	27561.19663
Benin	1997	6066080	Africa	54.777	1232.975292
Bolivia	1997	7693188	Americas	62.05	3326.143191
Bosnia_and_Herzegovina	1997	3607000	Europe	73.244	4766.355904
Botswana	1997	1536536	Africa	52.556	8647.142313
Brazil	1997	168546719	Americas	69.388	7957.980824
Bulgaria	1997	8066057	Europe	70.32	5970.38876
Burkina_Faso	1997	10352843	Africa	50.324	946.2949618
Burundi	1997	6121610	Africa	45.326	463.1151478
Cambodia	1997	11782962	Asia	56.534	734.28517
Cameroon	1997	14195809	Africa	52.199	1694.337469
Canada	1997	30305843	Americas	78.61	28954.92589
Central_African_Republic	1997	3696513	Africa	46.066	740.5063317
Chad	1997	7562011	Africa	51.573	1004.961353
Chile	1997	14599929	Americas	75.816	10118.05318
China	1997	1230075000	Asia	70.426	2289.234136
Colombia	1997	37657830	Americas	70.313	6117.361746
Comoros	1997	527982	Africa	60.66	1173.618235
Congo,_Dem._Rep.	1997	47798986	Africa	42.587	312.188423
Congo,_Rep.	1997	2800947	Africa	52.962	3484.164376
Costa_Rica	1997	3518107	Americas	77.26	6677.045314
Cote_d'Ivoire	1997	14625967	Africa	47.991	1786.265407
Croatia	1997	4444595	Europe	73.68	9875.604515
Cuba	1997	10983007	Americas	76.151	5431.990415
Czech_Republic	1997	10300707	Europe	74.01	16048.51424
Denmark	1997	5283663	Europe	76.11	29804.34567
Djibouti	1997	417908	Africa	53.157	1895.016984
Dominican_Republic	1997	7992357	Americas	69.957	3614.101285
Ecuador	1997	11911819	Americas	72.312	7429.455877
Egypt	1997	66134291	Africa	67.217	4173.181797
El_Salvador	1997	5783439	Americas	69.535	5154.825496
Equatorial_Guinea	1997	439971	Africa	48.245	2814.480755
Eritrea	1997	4058319	Africa	53.378	913.47079
Ethiopia	1997	59861301	Africa	49.402	515.8894013
Finland	1997	5134406	Europe	77.13	23723.9502
France	1997	58623428	Europe	78.64	25889.78487
Gabon	1997	1126189	Africa	60.461	14722.84188
Gambia	1997	1235767	Africa	55.861	653.7301704
Germany	1997	82011073	Europe	77.34	27788.88416
Ghana	1997	18418288	Africa	58.556	1005.245812
Greece	1997	10502372	Europe	77.869	18747.69814
Guatemala	1997	9803875	Americas	66.322	4684.313807
Guinea	1997	8048834	Africa	51.455	869.4497668
Guinea-Bissau	1997	1193708	Africa	44.873	796.6644681
Haiti	1997	6913545	Americas	56.671	1341.726931
Honduras	1997	5867957	Americas	67.659	3160.454906
Hong_Kong,_China	1997	6495918	Asia	80	28377.63219
Hungary	1997	10244684	Europe	71.04	11712.7768
Iceland	1997	271192	Europe	78.95	28061.09966
India	1997	9.59e+08	Asia	61.765	1458.817442
Indonesia	1997	199278000	Asia	66.041	3119.335603
Iran	1997	63327987	Asia	68.042	8263.590301
Iraq	1997	20775703	Asia	58.811	3076.239795
Ireland	1997	3667233	Europe	76.122	24521.94713
Israel	1997	5531387	Asia	78.269	20896.60924
Italy	1997	57479469	Europe	78.82	24675.02446
Jamaica	1997	2531311	Americas	72.262	7121.924704
Japan	1997	125956499	Asia	80.69	28816.58499
Jordan	1997	4526235	Asia	69.772	3645.379572
Kenya	1997	28263827	Africa	54.407	1360.485021
Korea,_Dem._Rep.	1997	21585105	Asia	67.727	1690.756814
Korea,_Rep.	1997	46173816	Asia	74.647	15993.52796
Kuwait	1997	1765345	Asia	76.156	40300.61996
Lebanon	1997	3430388	Asia	70.265	8754.96385
Lesotho	1997	1982823	Africa	55.558	1186.147994
Liberia	1997	2200725	Africa	42.221	609.1739508
Libya	1997	4759670	Africa	71.555	9467.446056
Madagascar	1997	14165114	Africa	54.978	986.2958956
Malawi	1997	10419991	Africa	47.495	692.2758103
Malaysia	1997	20476091	Asia	71.938	10132.90964
Mali	1997	9384984	Africa	49.903	790.2579846
Mauritania	1997	2444741	Africa	60.43	1483.136136
Mauritius	1997	1149818	Africa	70.736	7425.705295
Mexico	1997	95895146	Americas	73.67	9767.29753
Mongolia	1997	2494803	Asia	63.625	1902.2521
Montenegro	1997	692651	Europe	75.445	6465.613349
Morocco	1997	28529501	Africa	67.66	2982.101858
Mozambique	1997	16603334	Africa	46.344	472.3460771
Myanmar	1997	43247867	Asia	60.328	415
Namibia	1997	1774766	Africa	58.909	3899.52426
Nepal	1997	23001113	Asia	59.426	1010.892138
Netherlands	1997	15604464	Europe	78.03	30246.13063
New_Zealand	1997	3676187	Oceania	77.55	21050.41377
Nicaragua	1997	4609572	Americas	68.426	2253.023004
Niger	1997	9666252	Africa	51.313	580.3052092
Nigeria	1997	106207839	Africa	47.464	1624.941275
Norway	1997	4405672	Europe	78.32	41283.16433
Oman	1997	2283635	Asia	72.499	19702.05581
Pakistan	1997	135564834	Asia	61.818	2049.350521
Panama	1997	2734531	Americas	73.738	7113.692252
Paraguay	1997	5154123	Americas	69.4	4247.400261
Peru	1997	24748122	Americas	68.386	5838.347657
Philippines	1997	75012988	Asia	68.564	2536.534925
Poland	1997	38654957	Europe	72.75	10159.58368
Portugal	1997	10156415	Europe	75.97	17641.03156
Puerto_Rico	1997	3759430	Americas	74.917	16999.4333
Reunion	1997	684810	Africa	74.772	6071.941411
Romania	1997	22562458	Europe	69.72	7346.547557
