country	year	pop	continent	lifeExp	gdpPercap
Afghanistan	1952	8425333	Asia	28.801	779.4453145
Albania	1952	1282697	Europe	55.23	1601.056136
Algeria	1952	9279525	Africa	43.077	2449.008185
Angola	1952	4232095	Africa	30.015	3520.610273
Argentina	1952	17876956	Americas	62.485	5911.315053
Australia	1952	8691212	Oceania	69.12	10039.59564
Austria	1952	6927772	Europe	66.8	6137.076492
Bahrain	1952	120447	Asia	50.939	9867.084765
Bangladesh	1952	46886859	Asia	37.484	684.2441716
Belgium	1952	8730405	Europe	68	8343.105127
Benin	1952	1738315	Africa	38.223	1062.7522
Bolivia	1952	2883315	Americas	40.414	2677.326347
Bosnia_and_Herzegovina	1952	2791000	Europe	53.82	973.5331948
Botswana	1952	442308	Africa	47.622	851.2411407
Brazil	1952	56602560	Americas	50.917	2108.944355
Bulgaria	1952	7274900	Europe	59.6	2444.286648
Burkina_Faso	1952	4469979	Africa	31.975	543.2552413
Burundi	1952	2445618	Africa	39.031	339.2964587
Cambodia	1952	4693836	Asia	39.417	368.4692856
Cameroon	1952	5009067	Africa	38.523	1172.667655
Canada	1952	14785584	Americas	68.75	11367.16112
Central_African_Republic	1952	1291695	Africa	35.463	1071.310713
Chad	1952	2682462	Africa	38.092	1178.665927
Chile	1952	6377619	Americas	54.745	3939.978789
China	1952	556263527.999989	Asia	44	400.448610699994
Colombia	1952	12350771	Americas	50.643	2144.115096
Comoros	1952	153936	Africa	40.715	1102.990936
Congo,_Dem._Rep.	1952	14100005	Africa	39.143	780.5423257
Congo,_Rep.	1952	854885	Africa	42.111	2125.621418
Costa_Rica	1952	926317	Americas	57.206	2627.009471
Cote_d'Ivoire	1952	2977019	Africa	40.477	1388.594732
Croatia	1952	3882229	Europe	61.21	3119.23652
Cuba	1952	6007797	Americas	59.421	5586.53878
Czech_Republic	1952	9125183	Europe	66.87	6876.14025
Denmark	1952	4334000	Europe	70.78	9692.385245
Djibouti	1952	63149	Africa	34.812	2669.529475
Dominican_Republic	1952	2491346	Americas	45.928	1397.717137
Ecuador	1952	3548753	Americas	48.357	3522.110717
Egypt	1952	22223309	Africa	41.893	1418.822445
El_Salvador	1952	2042865	Americas	45.262	3048.3029
